Company,CustID,CustNum,Name,Address1,Address2,Address3,State,Zip,City,TermsCode,ShipViaCode
VE,ERV0000,1772,ERVIN CABLE CONSTRUCTION LLC,450 PRYOR BOULEVARD,PO BOX 10,,KY,42459,STURGIS,23,BEST
VE,ACT0010,1773,ACTION SIGNS,LARRY PERRY,4180 SOUTH US HWY 441,,FL,32025,LAKE CITY,22,BEST
VE,GRE0033,1774,"TOWNSHIP OF GREENWICH, PA",775 OLD 22,,,PA,19534,LENHARTSVILLE,6,BEST
VE,BER0007,1775,BERKHEIMER MAINTENANCE INC,1883 JORY RD,,,PA,18072,PEN ARGYL,6,BEST
VE,DCB0000,1776,D C BATES EQUIPMENT CO,10 AIRPORT DRIVE,P O BOX 11,,MA,01747,HOPEDALE,6,BEST
VE,EMB0002,1777,EMBASSY LAWN & LANDSCAPING,BUILDING 200 KINCHELOE LOOP,,,CO,80914,COLORADO SPRINGS,22,BEST
VE,GRA0021,1778,GRANAHAN ELECTRICAL CONTRACTOR,1830 TURK ROAD,,,PA,18901,DOYLESTOWN,10,BEST
VE,TOW0016,1779,TOWN OF SECAUCUS DPW,1203 PATTERSON PLANK RD,,,NJ,07094,SECAUCUS,6,BEST
VE,HIG0015,1780,HIGHER LEVEL TREE SERVICE,,,,,,,10,BEST
VE,EAS0008,1781,EASTON NURSING CENTER,498 WASHINGTON STREET,,,PA,18042,EASTON,10,BEST
VE,GOL0001,1782,GOLF CARS INC,JOHN SCHNEIDER,4180 SKYRON DRIVE,,PA,18912,BUCKINGHAM,22,BEST
VE,FRO0000,1783,FRONTIER COMMUNICATIONS,ROUTE 52 NORTH,,,WV,24801,WELCH,45,BEST
VE,H&L0002,1784,H & L TREE TRIMMING,SUSANNAH PAUL,100 RODGERS PARK DRIVE,,IN,47265,NORTH VERNON,22,BEST
VE,RGC0000,1785,RGC GROUP INC,6686 CHRISPHALT DRIVE,,,PA,18014,BATH,22,BEST
VE,MOR0003,1786,MORGAN EQUIPMENT,98 VANADIUM  ROAD,BLDG. B,,PA,15017,BRIDGEVILLE,22,BEST
VE,SUN0007,1787,SUNBURY MOTOR COMPANY,943 NORTH FOURTH ST,PO BOX 229,,PA,17801,SUNBURY,6,BEST
VE,REP0004,1788,REPUBLIC CONSTRUCTION,305 NORTH AVE,,,NY,10801,NEW ROCHELLE,10,BEST
VE,AVA0000,1789,AVANGRID RG&E,195 MUSHROOM BLVD,,,NY,14623,ROCHESTER,10,BEST
VE,ADV0021,1790,ADVANCED CABLE TECHNOLOGY,2106 E. STATE STREET,SUITE D,ATTN:  CHERYL ERASMY,ID,83616,EAGLE,22,BEST
VE,MAR0009,1791,MARK'S ELECTRIC,1201 CENTRE ST,,,PA,18042,EASTON,22,
VE,FLI0003,1792,FLINT RIVER SERVICES,1019 WORTH STREET,,,GA,31705,ALBANY,22,BEST
VE,SER0011,1793,SERVICE ELECTRIC - BIRDSBORO,6400 PERKIOMEN AVENUE,,,PA,19508,BIRDSBORO,6,BEST
VE,AFT0000,1794,AFTON ELECTRICAL,# 2 BENTNOR STREET,,,NY,11950,MASTIC,22,BEST
VE,VAN0007,1795,GARY VANDERHOFF,2859 MARION UPPER SANDUSKY RD,,,OH,43302,MARION,22,BEST
VE,MAR0067,1796,MARTINEZ BROS,266 Heckman St,,,NJ,08865,PHILLIPSBURG,10,BEST
VE,PLA0007,1797,MIKE PLACKO,3 NEW BRUNSWICK AVE,,,NJ,07747,MATAWAN,22,
VE,AME0011,1798,AMERICAN HOSE & HYDRAULICS,700 21ST AVE,,,NJ,07513,PATERSON,22,BEST
VE,VER0019,1799,VERSALIFT LLC,4884 CORPORATE ST SW,,,OH,44706,CANTON,10,BEST
VE,JMA0000,1800,J M A AUTOMOTIVE SERVICES,1820 STATE RT 71,,,NJ,07762,SPRING LAKE,22,BEST
VE,BOV0000,1801,JEFFERY BOVA,131 HOLLY HARBOR LANE,,,GA,31087,SPARTA,10,BEST
VE,HAR0034,1802,HARGROVE ELECTRIC,JAMES GARDNER,1522 MARKET CENTER BLVD,,TX,75207,DALLAS,22,BEST
VE,ANG0000,1803,ANGELO VILLANI CONCRETE CONTR.,1007 WOOD ST,,,PA,18018,BETHLEHEM,10,BEST
VE,HOO006,1804,HOOPER ROAD AUTO BODY,9779 HOOPER ROAD,,,LA,70818,BATON ROUGE,22,BEST
VE,NRE0001,1805,N R ELECTRIC,C/O V I CARGO,9793 N.W. 91 COURT,,FL,33178,MEDLEY,22,BEST
VE,ICE0000,1806,I-C ELECTRICAL SYSTEMS INC,BUDDY PELINO,50 PARK LANE,,NY,12528,HIGHLAND,22,BEST
VE,BAY0000,1807,"BAYSHORE FORD TRUCK SALES, INC",P O BOX 627,4003 NORTH DUPONT HWY,,DE,19720,NEW CASTLE,23,BEST
VE,PRE0002,1808,PRECISION ELECTRIC SIGNAL,100 REETZ  AVE,,,PA,19047,LANGHORNE,10,BEST
VE,HAD0002,1809,HADLEY CONSTRUCTION,31 WEBSTER STREET,,,PA,18640,PITTSTON,22,BEST
VE,SLA0005,1810,CHRISTOPHER SLAVINSKAS,16 HAROLD STREET,,,MA,01604,WORCESTER,22,BEST
VE,ECL0002,1811,ECLIPSE SIGN COMPANY,DAN JOHNSON,15866 W. 7TH AVE UNIT A,,CO,80401,GOLDEN,22,BEST
VE,GUL0004,1812,GULF COAST RESEARCH LAB,RAYMOND MOORE,103 MC ILWAIN DRIVE,,MS,39564,OCEAN SPRINGS,22,BEST
VE,CUR0007,1813,CURRY ELECTRICAL CONTRACTING,1641 12TH AVE,,,NJ,08757,TOMS RIVER,22,BEST
VE,PEN0060,1814,DONALD PENLAND,511 ARBOR LANE,,,NC,28110,MONROE,22,BEST
VE,NVE0000,1815,NV ENERGY,295 EDISON WAY,,,NV,89502,RENO,10,BEST
VE,SOU0025,1816,SOUTH JERSEY SIGNS,3046 WILLIAMS TOWN RD,,,NJ,08322,FRANKLINVILLE,22,BEST
VE,STO0007,1817,STOVE SHOP,20 EAST POT HOUSE ROAD,,,PA,19460,PHOENIXVILLE,22,BEST
VE,REV0001,1818,REVIVAL SIGNS,YANG LEE,10808 40TH AVE,,WA,98446,TACOMA,22,BEST
VE,LAN0018,1819,LANDMARK SIGN SERVICE,RAYMOND SANTA,123 PINE KNOB DRIVE,,CT,06074,SOUTH WINDSOR,22,BEST
VE,MAQ0001,1820,MAQUOKETA MUNICIPAL ELECTRIC,201 E PLEASANT STREET,,,IA,52060,MAQUOKETA,22,BEST
VE,BUR0023,1821,BOBBY BURTON,475 W. COMMERCE ST.,,,MS,38632,HERNANDO,22,BEST
VE,WEE0001,1822,WEEKLEY ELECTRIC,STEVE BROWN,1960 MOUNT VERNON ROAD,,OH,43055,NEWARK,22,BEST
VE,BRA0020,1823,ROY BRADLEY,10640 LICKING TRAIL RD,,,OH,43076-9347,THORNVILLE,22,
VE,CRA0021,1824,JOHN CRAWFORD,1019 LIMERICK DRIVE,,,SC,29461,MONCKS CORNER,22,BEST
VE,ELI0007,1825,ELITE FIREPLACE,1765 S COLLEGEVILLE RD,,,PA,19426,COLLEGEVILLE,10,BEST
VE,STI0004,1826,STILES TRUCK BODY,701 S GOLDENSTATE BLVD,,,CA,95381,TURLOCK,22,BEST
VE,FAI0005,1827,FAIR LAWN BOROUGH,DEPT OF PUBLIC WORKS,8-01 FAIR LAWN AVE,,NJ,07410,FAIR LAWN,6,BEST
VE,FER0003,1828,FERREIRA CONSTRUCTION,31 TANNERY ROAD,,,NJ,08876,BRANCHBURG,22,BEST
VE,CHO0002,1829,CHOP TREE SERVICE,KEN DOBSON,155 STEELE AVE,,MI,49507,GRAND RAPIDS,22,BEST
VE,FIV0002,1830,FIVE TOWN NEON,33 FRONT STREET,,,NY,11518,EAST ROCKAWAY,22,BEST
VE,BLU0018,1831,BLUE RIDGE CABLE SERVICE,MATTHEW LAMB,1377 SWIFT RUN ROAD,,VA,22968,RUCKERSVILLE,22,BEST
VE,MIH0001,1832,GARY MIHELCIC,2821 KENILWORTH ST,,,PA,15226,PITTSBURGH,10,BEST
VE,JRT0000,1833,JR'S TECH CENTER,JEROME STEWART,8820 MONTICLLO,,MN,55316,CHAMPLIN,22,BEST
VE,JAF0000,1834,JAFLO TREES INC.,1575 POND ROAD,SUITE 104,,PA,18104,ALLENTOWN,23,BEST
VE,GUR0000,1835,GURNEY KERR CONTRACTORS INC,1634 BYBERRY ROAD,,,PA,19006,HUNTINGDON VALLEY,22,BEST
VE,POW0000,1836,POWER COMMUNICATIONS,11 ROMEO LANE,,,NY,11725,COMMACK,23,BEST
VE,ALL0017,1837,ALLIED CRANE,4751 EAST INDIGO STREET,,,AZ,85207,MESA,10,BEST
VE,HAZ0002,1838,HAZLETON EQUIPMENT CO,441 S CHURCH STREET,,,PA,18201,HAZLETON,10,BEST
VE,BAL0014,1839,BALTIMORE TREE EXPERTS,10631 BIRD RIVER RD,,,MD,21220,MIDDLE RIVER,22,BEST
VE,WAI0000,1840,WAIKEM AUTO FAMILY,4321 LINCOLN WAY EAST,,,OH,44646,MASSILLON,10,BEST
VE,EUG0000,1841,CITY OF EUGENE,1820 ROOSEVELT BLVD.,MICHAEL HERRING,,OR,97402,EUGENE,22,BEST
VE,LAR0001,1842,LARKEN ASSOCIATES,1250 ROUTE 28,,,NJ,08876,BRANCHBURG,6,BEST
VE,COV0006,1843,COVE,BOBBY HOLT,5924 HWY 71 S,,AR,71937,COVE,22,BEST
VE,RID0000,1844,RIDLEY TOWNSHIP,100 EAST MACDADE BLVD,,,PA,19033,FOLSOM,6,BEST
VE,PAT0008,1845,PATS SUPERIOR AUTO,801 CONSHOHOCKEN STATE RD,,,PA,19004,BALA CYNWYD,22,BEST
VE,MIK0007,1846,MIKES AUTO SERVICE LLC,MICHAEL MIKULSKI,1573 SAYBROOK ROAD,,CT,06438,HADDAM,22,BEST
VE,ELI0004,1847,ELITE LIFT TRUCK INC,7575 HIGHWAY 10 NORTHWEST,,,MN,55303,ANOKA,22,BEST
VE,KOW0000,1848,KOWATCH ELECTRIC,4762 ROUTE 982,,,PA,15650,LATROBE,22,BEST
VE,KOS0000,1849,KOSTOVNY ELECTRIC LLC,4205 GREENSPRINGS AVE,,,PA,15122,WEST MIFFLIN,22,BEST
VE,BOR0014,1850,BOROUGH OF NORWOOD,455 BROADWAY,,,NJ,07648,NORWOOD,6,BEST
VE,WAL0019,1851,HARLIN WALLACE,4 NORTH ADAMS STREET,,,IL,62431,HERRICK,22,BEST
VE,EXP0007,1852,EXPOSE SIGNS AND GRAPHICS,13 AIRPORT ROAD,,,MA,01747,HOPEDALE,22,BEST
VE,MAN0020,1853,CHRISTINE MANN,2706 BRODHEAD RD.,FOR EMAIL TESTING PURPOSES,,PA,18020,BETHLEHEM,23,BEST
VE,DYN0000,1854,DYNO NOBEL,DAVE COOK,5570 STATE ROUTE 3,,IL,62998,WOLF LAKE,22,BEST
VE,BET0011,1855,BETHLEHEM TWP VOLUNTEER FIRE,PO BOX 3337,,,PA,18017,BETHLEHEM,6,BEST
VE,ORC0000,1856,ORCHARDS HYDRAULIC SERVICE INC,604 WHITE HORSE PIKE,,,NJ,08213,COLOGNE,22,BEST
VE,BRA0018,1857,BRANZ TECHNOLOGIES,145 PIERSON PLACE,,,NC,27527,CLAYTON,10,BEST
VE,BIT0000,1858,G BITTENBENDER ENTERPRISES,82 BUCKHORN ROAD,,,PA,17815,BLOOMSBURG,22,BEST
VE,DIE0002,1859,"DIEHL ELECTRIC, INC.",PO BOX 209,,,NJ,08037,HAMMONTON,10,BEST
VE,CJD0001,1860,CJD ELECTRIC,191 WASHINGTON BLVD,,,PA,18013,BANGOR,10,BEST
VE,LON0013,1861,KIMBERLY LONG,705 PENN GREEN RD,,,PA,19350,LANDENBERG,22,
VE,BOR0046,1862,BOROUGH OF BOUND BROOK,230 HAMILTON ST,,,NJ,08805,BOUND BROOK,6,BEST
VE,LIO0000,1863,LIONI HEATING AND COOLING,169 STONY BROOK ROAD,,,NJ,08876,BRANCHBURG,22,BEST
VE,HMH0000,1864,HMH. TTC RESPONSE INC,PO BOX 5215,,,NJ,07054,PARSIPPANY,22,BEST
VE,RIG0000,1865,RIGHTWAY REPAIRS,PO BOX 187,,,VA,23306,BELLE HAVEN,22,BEST
VE,WIR0004,1866,WIRE-IT ELECTRICAL SERVICE,215 DOGWOOD ROAD,,,VA,22602,WINCHESTER,22,BEST
VE,SCH0044,1867,SCHULZ SIGN CO,STEVE SCHULZ,1916- 12TH STREET,,NJ,08094,WILLIAMSTOWN,22,BEST
VE,JEL0000,1868,J ELECTRIC,JAMES VANVELDHUIZEN,611 BROWN STREET,,IA,51239,HULL,22,BEST
VE,AGI0001,1869,AG & INDUSTRIAL HYDRAULIC SVC,594 CARDIFF VALLEY ROAD,,,TN,37854,ROCKWOOD,22,BEST
VE,HOS0001,1870,HOSTOS COMMUNITY COLLEGE,500 GRAND CONCOURSE,,,NY,10451,BRONX,6,BEST
VE,LAN0002,1871,LAND AND SEA ELECTRONICS,26705 FORD ROAD,,,MI,48127,DEARBORN HEIGHTS,22,BEST
VE,FIS0007,1872,FISCHER TREE CENTRAL,55575-847  1/2  ROAD,,,NE,68701,NORFOLK,10,BEST
VE,SUR0000,1873,SURVEILLANCE R US,VERNON RICHARDSON,5609 GLORIA DRIVE,,MD,20746,SUITLAND,22,BEST
VE,BAR0002,1874,BARRYS AUTO CENTER,39 MILLTOWN ROAD,,,NJ,07083,UNION,22,BEST
VE,IBD0000,1875,I.B. DICKENSON & SONS,1089 VAN REED ROAD,,,PA,19605,READING,22,BEST
VE,SUN0005,1876,SUNSHINE TREE LANDSCAPE,870 ROUTE 57,,,NJ,08886,STEWARTSVILLE,10,BEST
VE,CRI0002,1877,CRINCOLI SERVICE CENTER,ROBERT ZUNIGA,1430 NORTH BROAD STREET,,NJ,07205,HILLSIDE,22,BEST
VE,STE0024,1878,STEVENS TREE SERVICE,ROBERT DICKSON,1334 SPALDING ROAD UNITB,,FL,34698,DUNEDIN,22,BEST
VE,VAL0012,1879,VALLEY WIDE SIGNS,1745 W ALLEN STREET,,,PA,18104,ALLENTOWN,10,BEST
VE,HIM0002,1880,JASON HIMES,,,,,,,23,
VE,VER0002,1881,VERIZON - CEDAR LANE,510 SOUTH CEDAR LANE,,,PA,19082,UPPER DARBY,22,BEST
VE,EVE0006,1882,EVERGREEN EAGLE,3850 THREE MILE LANE,,,OR,97128,MCMINNVILLE,6,BEST
VE,CEN0044,1883,CENTURY LINK-LAFAYETTE,197 STATE ROUTE 94,,,NJ,07848,LAFAYETTE,10,BEST
VE,ELE0013,1884,ELECTRIC SUPPLY INC,5211 WEST HILLSBOROUGH AVE,,,FL,33634,TAMPA,22,BEST
VE,RAP0005,1885,RAPID FIRE MOBILE MECHANIX,19631 ONE MILE ROAD,,,MI,49336,MORLEY,22,BEST
VE,HOL0026,1886,DAVID HOLDER,828 CHESTNUT STREET,,,NY,10467,BRONX,22,BEST
VE,ADV0027,1887,ADVANCED MAINTENANCE,JONATHAN GILBERT,2820 NORTH KERN AVE,,NC,28405,WILMINGTON,22,BEST
VE,CRA0020,1888,C R ACTION CABLE INC,13203 BEESON ST NE,,,OH,44601,ALLIANCE,22,BEST
VE,KEI0000,1889,KEITH TREE SERVICE,143 BANGOR JUNCTION ROAD,,,PA,18013,BANGOR,10,BEST
VE,GEO0002,1890,GEORGIA FLAG & PENNANT INC,409 BLANCHARD ROAD,,,GA,30809,EVANS,22,BEST
VE,FRA0005,1891,FRAZEES CABLE SERVICES,7 CHERRY LANE,,,NJ,07825,BLAIRSTOWN,10,BEST
VE,SUN0010,1892,"SUNSHINE COMMUNICTIONS, INC",JAMES REYNOLDS,1923 AVENIDA PLAZA REAL,,CA,92056,OCEANSIDE,22,BEST
VE,PUR0001,1893,PUREFOCUS COMPUTER SOLUTIONS,35-A SOUTH BROAD ST,PO BOX 449,,NJ,08069,PENNS GROVE,22,BEST
VE,ABC0002,1894,ABC COUNTRY CAMPING & CABINS,4105 FRENSO RD NW,,,OH,44615,CARROLLTON,22,BEST
VE,FRA0010,1895,FRASIER CONTRACTING LLC,1015 ROAD 22,,,KS,67758,SHARON SPRINGS,22,BEST
VE,TRI0020,1896,TRILONE ELECTRIC,25 FEATHERBED LANE,,,NJ,08559,STOCKTON,10,BEST
VE,ALL0072,1897,ALL ISLE TREE SERVICE,31 MARINERS LANE,,,NY,11768,NORTHPORT,10,BEST
VE,ATS0002,1898,ATS INC,SAM GARMAN,105 COUNTRY ROAD,,PA,17015,CARLISLE,22,BEST
VE,STO0002,1899,STOUT CONSTRUCTION INC,15 ELECTRIC STREET,,,NY,11772,PATCHOGUE,22,BEST
VE,CWP0000,1900,C.W. PRICE TREE & LANDSCAPING,RR#1 BOX 1354,,,PA,18332,HENRYVILLE,10,BEST
VE,ATT0003,1901,AT & T FLEET SERVICES,1010 PINE STREET,12TH FLOOR,,MO,63101,SAINT LOUIS,45,BEST
VE,CWE0000,1902,CW ELECTRICAL SERVICES,3424 BABCOCK BLVD,CHRISTOPHER WALTON,,PA,15237,PITTSBURGH,22,BEST
VE,PRE0022,1903,PRECISION GRAPHICS & SIGNS LLC,1884 HWY Z,ATTN:  RICKEY JOHNSON,,MO,63070,PEVELY,22,BEST
VE,FRO0001,1904,FROHLING SIGN CO,FRANK COMMOROTO,419 EAST ROUTE 59,,NY,10954,NANUET,22,BEST
VE,EAS0006,1905,EASTERN SUPPLY,251 LLOYD STREET,,,PA,18109,ALLENTOWN,10,BEST
VE,VAL0003,1906,VALLEY ELECTRIC COMPANY,330 MAIN STREET,,,PA,15126,IMPERIAL,10,BEST
VE,LEH0001,1907,LEHIGHTON BOROUGH,P.O. BOX 29,551 BRIDGE ST.,,PA,18235,LEHIGHTON,6,BEST
VE,VAL0022,1908,VALLEY ELECTRIC,PAUL KASHMER,330 MAIN STREET,,PA,15126,IMPERIAL,22,BEST
VE,FOR0012,1909,BERNARD FORGEA,585 BERKSHIRE TRAIL,,,MA,01026,CUMMINGTON,22,BEST
VE,ENE0004,1910,ENERGY WASH SOLUTIONS,1323 EAGLES NEST COURT,,,NJ,08886,STEWARTSVILLE,22,BEST
VE,ADV0016,1911,ADVANCED LIGHTING SERVICES,DAVID TAYLOR,6805 SIERRA CT.,SUITE A,CA,94568,DUBLIN,22,BEST
VE,CAB0015,1912,CABLEVISION - BROOKLYN,9502 AVENUE D,,,NY,11236,BROOKLYN,22,BEST
VE,FAR0009,1913,FARINELLAS TREE FARM,VINCENT FARINELLA,130 McCAFFREY ROAD,,NJ,07726,ENGLISHTOWN,22,BEST
VE,OLI0002,1914,BURKE OLIVE,8635 CHAPEL HILL ROAD,,,TN,38257,SOUTH FULTON,22,BEST
VE,G4S0001,1915,G4S SECURE INTEGRATION,NORTHEAST REGION,"235 MIDDLE ROAD, SUITE 200",,NY,14467,HENRIETTA,10,BEST
VE,COO0004,1916,GARY COOPER,1151 N. 1300 E. ROAD,,,IL,60955,ONARGA,22,BEST
VE,KEI0003,1917,KEITH HEIN HEATING AND A/C,7341 POLLOCK ROAD,,,PA,15759,MARION CENTER,22,BEST
VE,AME0041,1918,AMERICAN ROCKSALT,PATTI MCKEOWN,5520 RT 63 GENESEO MT MORRIS R,,NY,14510,MOUNT MORRIS,22,BEST
VE,CIT0022,1919,"CITY OF WILMINGTON, DE",FIRST VEHICLE SERVICES,800 FRENCH STREET,,DE,19801,WILMINGTON,6,
VE,COM0087,1920,COMEI ELECTRIC INC,STEVEN COMEI,22 LANSING AVENUE,,MA,01832,HAVERHILL,22,BEST
VE,HIG0014,1921,HIGHWAY EQUIPMENT COMPANY,22035 PERRY HIGHWAY,,,PA,16063,ZELIENOPLE,6,BEST
VE,ISO0001,1922,ISO NETWORKING,2100 BARRETT PARK DRIVE,,,GA,30144,KENNESAW,10,
VE,KOL0000,1923,KOLLER CONCRETE INC,900 MARSHALL STREET,,,PA,18017,BETHLEHEM,10,BEST
VE,A&B0000,1924,A&B EQUIPMENT,4466 BEST STATION ROAD,,,PA,18080,SLATINGTON,22,BEST
VE,ANG0001,1925,ANGRY BEAVER LANDSCAPING,AND TREE SERVICE,961 TELEGRAPH ROAD,,PA,19320,COATESVILLE,22,BEST
VE,MIA0001,1926,MIAMI-DADE EXPRESSWAY AUTH.,3790 NW 21ST ST.,ATTN:  ANTONIO CABA,,FL,33142,MIAMI,22,BEST
VE,COL0031,1927,COLUMBIA FLEET SERVICE,7661 ASSATEAQUE DR,,,MD,20794,JESSUP,22,BEST
VE,BUC0013,1928,BUCKLEY CABLE CONSTRUCTION CO,3601 W NINTH STREET,,,PA,19061,TRAINER,22,BEST
VE,RAP0004,1929,RAPP SIGNS,3979 NEW YORK ROUTE 206,,,NY,13778,GREENE,22,BEST
VE,KEI0002,1930,KEITH KICHLINE,PO BOX 1670,,,PA,18105,ALLENTOWN,10,BEST
VE,DNA0000,1931,DNA AUTO CENTER,26 PAXTON AVE,,,NY,10708,BRONXVILLE,22,BEST
VE,STJ0000,1932,STJOSEPH ROMAN CATHOLIC CHURCH,45 CHURCH STREET,,,NY,11779,RONKONKOMA,22,BEST
VE,EYE0001,1933,EYESORE YARD CLEAN  UP LLC,2530 39TH STREET,,,AL,35405,TUSCALOOSA,22,BEST
VE,NOR0057,1934,NORTHAMPTON COMMUNITY COLLEGE,3835 GREEN POND ROAD,,,PA,18020,BETHLEHEM,6,BEST
VE,VAN0019,1935,VANDEVENTER TRUCK SALES INC,707-717 SOUTH VANDEVENTER AVE,,,MO,63110,SAINT LOUIS,10,
VE,HEW0000,1936,HEWSON LANDSCAPING,601 NORTH AVE,,,NJ,07060,PLAINFIELD,10,BEST
VE,REI0003,1937,BEN REISS,5495 2ND STREET,,,PA,18052,WHITEHALL,10,BEST
VE,SUN0004,1938,"SUN BRIDGE CAPITAL, INC.",6300 NALL AVENUE,2ND FLOOR,,KS,66202,SHAWNEE MISSION,10,BEST
VE,GLA0001,1939,"GLASGOW, INC.",P.O. BOX 1089,,,PA,19038,GLENSIDE,10,BEST
VE,L&S0000,1940,L & S ENTERPRISES LLC,600 OAK STREET,SUITE 1A,,FL,32127,PORT ORANGE,22,BEST
VE,BEL0000,1941,VERIZON CORPORATE SERVICES,C/O VERIZON FLEET INVOICING,PO BOX 152134,,TX,75015-2134,IRVING,6,BEST
VE,JOH0032,1942,JOHNSON FLAGS,CURTIS JOHNSON,414- 7 STREET,,MI,48192,WYANDOTTE,22,BEST
VE,B&P0000,1943,B&P USED AUTO SALES LLC,1101 WARWOOD AVE,,,WV,26003,WHEELING,22,BEST
VE,GUL0003,1944,GULF COAST SIGN SERVICE,HERMAN WARR,6351 RESTER ROAD,,AL,36582,THEODORE,22,BEST
VE,DEL0004,1945,DELAWARE CO. ELECTRIC CO-OP,39 ELM STREET,,,NY,13753,DELHI,6,BEST
VE,TOP0006,1946,TOP GUN AUTO,140 NORTH 2ND STREET,UNIT# 12,,PA,18360,STROUDSBURG,22,BEST
VE,VIL0012,1947,VILLAGE OF BEACH CITY,105 E MAIN ST,,,OH,44608,BEACH CITY,10,BEST
VE,ALL0056,1948,ALLIED ELECT & CTL SYSTEMS,8800 CONSOLIDATED DRIVE,,,TN,37379,SODDY DAISY,22,BEST
VE,FER0000,1949,FERGUSON ELECTRIC,1120 RARITAN ROAD,,,NJ,07066,CLARK,22,BEST
VE,CLA0026,1950,CLARKSON BROS. LOGGING,23 BATTLE STREET,,,MA,01364,ORANGE,22,BEST
VE,LON0011,1951,LONGLINES,RYAN STROM,305 FRONT STREET,,IA,51054,SERGEANT BLUFF,22,BEST
VE,ELP0000,1952,ELPERS TRUCK EQUIPMENT,8136 BAUMGART ROAD,,,IN,47725,EVANSVILLE,22,BEST
VE,PHI0006,1953,PHILLIPS SOUTHERN ELECTRIC CO.,JIM NEWELL,1822 SOUTH MEAD STREET,,KS,67211,WICHITA,22,BEST
VE,FLA0003,1954,CITY OF FLAGSTAFF,FLEET SERVICES,211 W. ASPEN AVE.,ATTN:  GREGORY CONLIN,AZ,86001,FLAGSTAFF,22,BEST
VE,KME0000,1955,"KM ELECTRIC, INC",1263 RIVER AVE,,,NJ,08701,LAKEWOOD,6,BEST
VE,DAG0000,1956,GARY DAGLEY,1627 SOUTH DUNCANVILLE ROAD,,,TX,75104,CEDAR HILL,22,BEST
VE,STU0001,1957,STUDABAKER BUICK GMC TRUCK,3200 EAST MAIN STREET,,,IN,47374,RICHMOND,22,BEST
VE,MUL0001,1958,MULLENAX TRUCK REPAIR,730 GENERALS HWY,,,MD,21108,MILLERSVILLE,22,BEST
VE,PAY0005,1959,TIM PAYNE,272 KLEEMAN RD SE,,,GA,30701,CALHOUN,22,BEST
VE,HAR0044,1960,GABRIEL HARTNETT,525 DEVON RD,,,PA,19074-1303,NORWOOD,25,BEST
VE,EAJ0000,1961,E A J MACHINERY,1 KING DRIVE,,,NJ,08807,BRIDGEWATER,22,BEST
VE,HIG0001,1962,CITY OF HIGHLAND,P.O. BOX 218,,,IL,62249-0218,HIGHLAND,6,BEST
VE,NEX0002,1963,NEXTIER INFRASTRUCTURE SOLUTNS,111 HOLT INDUSTRIAL CIRCLE,CRAIG ROSE,,GA,30101,ACWORTH,22,BEST
VE,BEL0020,1964,BOROUGH OF BELMAR,601 MAIN STREET,PO BOX A,,NJ,07719,BELMAR,6,BEST
VE,DEN0001,1965,DBA DENNY'S ELECTRIC SERVICE,UGI - HVAC ENTERPRISES INC,4420 POTTSVILLE PIKE,,PA,19605,READING,6,BEST
VE,ROJ0000,1966,ALFREDO ROJERO,2418 DON FELIPE RD SW,,,NM,87105,ALBUQUERQUE,22,BEST
VE,BAL0002,1967,"BALDWIN ELECTRIC CO, INC",7060 DIVISION HIGHWAY,,,PA,17555,NARVON,12,BEST
VE,HAP0001,1968,HAPPY TREES LLC,VICTOR PALIY,50 MAMMOTH ROAD,,NH,03076,PELHAM,22,BEST
VE,WOO0017,1969,WOODY'S MUNICIPAL SUPPLY CO,3979 BLACKBURN RD,RYAN SZYMAREK,,IL,62025,EDWARDSVILLE,22,BEST
VE,ADM0000,1970,ADMIRE INCE,9609 KENT PLAZA,APT CC312,,CO,80014,AURORA,10,BEST
VE,SAG0000,1971,SAGE PARTS,30 HUB DRIVE,,,NY,11747,MELVILLE,22,BEST
VE,BUR0030,1972,MELVIN BURRIS,COMCAST,5330 E 65TH ST,,IN,46220,INDIANAPOLIS,22,BEST
VE,VIN0006,1973,VINELAND AUTO ELECTRIC INC,RON STAMPA,382 SOUTH DELSEA DRIVE,,NJ,08360,VINELAND,22,BEST
VE,ADA0006,1974,ADAVANCE AUTO PARTS,TERRY MAY,800 SOUTH MARKET STREET,,PA,17022,ELIZABETHTOWN,22,BEST
VE,GUS0000,1975,GUST ELECTRIC,1123 GREAT BASIN BLVD,,,NV,89301,ELY,10,BEST
VE,WAL0003,1976,CECIL I.WALKER MACHINERY CO,PO BOX 2427,,,WV,25329,CHARLESTON,22,BEST
VE,POI0001,1977,POITRAS SIGN & LIGHTING,8515 189TH AVE SE,ATTN:  BRUCE POITRAS,,WA,98290,SNOHOMISH,22,BEST
VE,NAT0021,1978,NATIONAL GRID - BUFFALO,FLEET DEPARTMENT,144 KENSINGTON AVE,,NY,14214,BUFFALO,6,BEST
VE,POC0001,1979,POCONO MTN SCHOOL DISTRICT,176 CAMPUS DRIVE,EAST GARAGE,,PA,18370,SWIFTWATER,6,BEST
VE,FLO0010,1980,FLORIDA CERTIFIED SIGN ERECTOR,2824 HORACE SHEPARD DR.,ATTN:  KEVIN CALHOON,,AL,36303,DOTHAN,22,BEST
VE,CWW0000,1981,"C. W. WRIGHT CONST. CO., INC.A",11500 IRONBRIDGE ROAD,PO BOX 3810,,VA,23831-8470,CHESTER,6,BEST
